wavelength (nm),29/05/2023,29/05/2023,29/05/2023,29/05/2023,29/05/2023,29/05/2023,29/05/2023,29/05/2023,29/05/2023,29/05/2023
724,126,193,-71,-13,254,826,383,-0.34,30.563,5.615
724.5,47,32,-16,77,302,899,475,-224,30.641,5.764
725,-79,-0.22,107,187,418,1,556,-63,30.65,5.981
725.5,-126,-351,192,292,458,1.002,576,4,30.664,6.067
726,-24,-313,91,256,365,893,471,-159,30.519,5.938
726.5,218,-138,-36,112,191,738,259,-454,30.38,5.681
727,355,33,-181,-66,-5,693,215,-606,30.305,5.439
727.5,477,228,-434,-0.34,-244,355,-95,-918,30.15,5.009
728,494,304,-636,-568,-467,-21,-319,-1.23,30.157,4.646
728.5,518,313,-655,-642,-539,-327,-541,-1.348,30.268,4.546
729,452,248,-603,-574,-502,-493,-817,-1.513,30.377,4.564
729.5,0.25,96,-561,-468,-388,-509,-854,-1.5,30.563,4.743
730,226,75,-515,-429,-354,-554,-895,-1.467,30.698,5
730.5,221,67,-512,-415,-0.37,-461,-0.79,-1.353,30.837,5.258
731,255,0.15,-539,-419,-317,-194,-473,-1.19,30.873,5.528
731.5,261,165,-0.54,-379,-172,142,-69,-849,30.934,5.786
732,203,173,-471,-249,13,526,524,-358,31.062,5.951
732.5,0.15,103,-421,-172,178,753,855,72,31.142,5.948
733,0.05,-57,-272,-43,347,1.021,1.275,468,31.337,6.025
733.5,-59,-259,-62,0.13,532,1.402,1.563,868,31.625,6.127
734,-157,-387,118,324,651,1.702,1.686,1.073,31.911,6.145
734.5,-164,-428,174,377,662,1.795,1.722,1.12,32.093,6.158
735,-57,-235,138,309,497,1.764,1.493,966,32.013,6.15
735.5,34,-62,-2,179,301,1.611,1.246,0.67,31.877,6.186
736,101,133,-0.14,6,205,1.522,1.177,498,31.712,6.319
736.5,209,249,-278,-113,135,1.414,1.003,277,31.444,6.384
737,244,315,-344,-205,78,1.196,878,69,31.177,6.298
737.5,256,207,-467,-354,3,952,688,-64,30.88,6.12
738,229,164,-544,-479,-122,681,565,-153,30.554,5.939
738.5,223,0.09,-597,-564,-262,418,352,-347,30.328,5.742
739,215,-19,-567,-522,-322,-44,61,-615,30.162,5.598
739.5,161,-99,-607,-551,-389,-595,-463,-995,29.998,5.451
740,137,-41,-741,-634,-568,-1.072,-1.036,-1.48,29.768,5.284
740.5,221,-0.04,-0.77,-662,-589,-1.316,-1.301,-1.846,29.692,5.23
741,209,-0.05,-755,-637,-523,-1.183,-1.327,-2.03,29.64,5.25
741.5,0.23,-29,-744,-617,-502,-902,-1.304,-2.234,29.559,5.264
742,161,-62,-703,-612,-488,-0.62,-1.179,-2.294,29.545,5.203
742.5,0.25,-57,-665,-575,-0.44,-281,-864,-2.148,29.624,5.175
743,215,-25,-613,-558,-384,98,-472,-1.773,29.726,5.179
743.5,147,-49,-527,-478,-327,373,-195,-1.466,29.893,5.228
744,-7,-162,-455,-356,-195,286,-89,-1.273,30.082,5.197
744.5,-108,-294,-373,-152,47,0.39,-32,-1.003,30.34,5.188
745,-91,-216,-0.3,8,157,458,21,-772,30.593,5.175
745.5,-109,-232,-165,257,407,669,0.32,-347,30.86,5.305
746,-229,-254,-99,433,512,833,385,-188,30.914,5.435
746.5,-299,-0.29,-113,468,524,827,332,-185,30.854,5.519
747,-375,-285,-128,382,476,667,225,-395,30.62,5.528
747.5,-312,-165,-91,313,453,541,208,-474,30.425,5.606
748,-371,-225,-126,0.16,355,528,132,-519,30.203,5.674
748.5,-407,-279,-0.15,0.02,293,405,-49,-0.7,29.957,5.599
749,-344,-263,-181,-145,233,99,-261,-1.027,29.651,5.286
749.5,-216,-366,-0.14,-41,303,66,-407,-1.2,29.626,5.051
750,-49,-328,-54,29,288,49,-474,-1.254,29.74,4.814
750.5,-24,-365,13,58,342,112,-384,-1.151,29.969,4.848
751,31,-329,52,38,293,131,-349,-1.07,30.145,4.917
751.5,109,-304,47,55,316,274,-144,-0.77,30.328,05.08
752,102,-0.2,-0.03,-0.01,232,338,162,-452,30.42,5.316
752.5,215,-26,-212,-97,68,302,275,-197,30.456,5.603
753,251,33,-373,-0.2,-95,477,442,-112,30.59,5.905
753.5,306,134,-484,-306,-144,558,597,-104,30.639,6.013
754,329,288,-584,-395,-197,505,549,-174,30.56,5.979
754.5,409,321,-625,-371,-244,548,523,-276,30.559,5.803
755,506,273,-645,-393,-0.3,538,0.51,-439,30.494,5.466
755.5,0.4,232,-599,-489,-305,554,377,-584,30.399,5.162
756,398,262,-523,-437,-288,465,366,-722,30.298,4.885
756.5,281,125,-481,-248,-146,491,454,-661,30.199,4.723
757,175,79,-447,-165,-0.06,432,465,-535,30.091,4.625
757.5,196,41,-472,-94,0.06,276,356,-358,30.086,4.664
758,159,2,-347,-22,231,485,483,-193,30.306,4.907
758.5,199,-0.03,-277,18,378,0.69,635,75,30.564,5.194
759,223,-0.06,-265,11,0.46,737,616,219,30.805,5.446
759.5,222,-34,-249,36,432,0.8,625,124,30.874,5.541
760,171,-101,-228,-17,326,697,416,-189,30.729,5.398
760.5,0.15,35,-278,-149,84,447,76,-645,30.526,5.115
761,129,144,-329,-0.15,-61,124,-103,-1.085,30.394,4.881
761.5,-0.02,66,-332,-52,-98,-44,-272,-1.415,30.334,4.659
762,-55,108,-277,-71,-153,-163,-401,-1.601,30.291,4.411
762.5,-0.13,0.01,-207,-72,-103,-145,-371,-1.388,30.41,4.419
763,-179,-59,-157,-113,-93,5,-0.26,-1.121,30.599,4.632
763.5,-57,-143,-251,-213,-132,173,-0.12,-735,30.804,05.02
764,-23,-252,-277,-245,-115,204,-0.03,-0.49,30.906,5.382
764.5,2,-242,-272,-222,-75,186,-144,-442,30.633,5.638
765,88,-176,-238,-0.26,-91,-37,-298,-595,30.186,5.717
765.5,287,-15,-269,-331,-159,-0.29,-483,-768,29.751,5.66
766,336,146,-253,-236,-126,-441,-606,-822,29.541,5.559
766.5,423,218,-191,-179,-86,-503,-677,-929,29.525,5.471
767,363,0.3,-109,-132,-0.09,-558,-689,-996,29.589,5.254
767.5,0.22,176,-52,-0.07,-81,-409,-571,-824,29.938,5.204
768,247,127,-0.13,-44,-71,-286,-401,-644,30.389,5.205
768.5,217,-26,-189,-4,-7,-142,-85,-403,30.835,5.371
769,157,-276,-198,118,121,-97,117,-278,31.12,5.623
769.5,124,-462,-225,93,0.25,-0.05,222,-316,31.239,5.847
770,185,-0.42,-323,-38,242,-78,71,-515,31.171,5.959
770.5,254,-333,-414,-147,187,-31,-65,-611,30.93,6.069
771,343,-171,-573,-312,103,-204,-329,-789,30.777,6.053
771.5,427,0,-542,-391,42,-228,-396,-908,30.696,6.092
772,292,91,-0.42,-389,7,-107,-346,-747,30.7,6.018
772.5,355,209,-281,-455,-24,151,-139,-618,30.855,5.901
773,475,295,-198,-453,-41,417,118,-528,30.919,5.76
773.5,327,289,-92,-328,34,531,363,-385,31.017,5.675
774,174,151,-14,-163,119,639,451,-418,31.003,5.647
774.5,112,35,0.07,-154,264,777,558,-509,30.972,5.588
775,102,82,87,-128,307,1.048,434,-485,30.824,5.539
775.5,76,124,47,-28,298,1.016,369,-564,30.537,5.551
776,129,84,-152,-21,225,744,0.24,-864,30.232,5.519
776.5,86,78,-164,61,115,0.49,167,-1.146,29.906,5.589
777,7,-0.1,-163,25,81,184,-84,-1.329,29.663,5.573
777.5,16,-93,-123,41,34,24,-154,-1.378,29.583,5.561
778,7,-184,-172,-0.09,-69,-144,-265,-1.501,29.451,5.379
778.5,-119,-137,-264,-231,-114,-309,-426,-1.506,29.532,5.188
779,-0.2,-265,-339,-397,-134,-364,-571,-1.529,29.556,4.937
779.5,-0.09,-289,-332,-0.5,-78,-0.25,-659,-1.475,29.72,4.628
780,-0.11,-238,-293,-452,21,104,-545,-1.234,29.994,4.496
780.5,-52,-277,-229,-276,96,341,-323,-1.018,30.281,4.525
781,0.01,-307,-291,-184,55,558,25,-873,30.556,4.781
781.5,-0.07,-374,-233,-52,66,743,407,-0.61,30.744,5.197
782,-0.19,-495,-0.1,129,0.13,907,628,-289,30.97,5.66
782.5,-303,-479,-19,345,222,1.175,965,134,31.047,6.103
783,-304,-0.4,-13,289,299,1.373,1.198,283,30.876,6.3
783.5,-412,-369,-55,201,334,1.409,1.14,403,30.703,6.406
784,-326,-189,-106,108,387,1.27,1.014,277,30.359,6.128
784.5,-183,38,-103,122,483,1.389,882,69,30.113,5.723
785,-182,6,13,161,663,1.37,949,-68,29.937,5.385
785.5,-113,-13,-31,0.14,612,1.23,786,-256,29.828,4.961
786,-0.04,-33,-52,39,0.52,1.028,728,-0.46,29.788,4.646
786.5,44,-123,-86,-8,405,796,673,-513,29.877,4.407
787,-43,-304,-96,-88,284,451,0.38,-592,29.881,4.248
787.5,-24,-368,-241,-0.25,69,16,0.03,-784,29.703,4.138
788,71,-282,-444,-473,-215,-388,-419,-934,29.539,4.148
788.5,74,-299,-682,-624,-452,-749,-0.87,-1.133,29.457,4.232
789,205,-209,-784,-745,-515,-966,-1.049,-1.294,29.339,4.29
789.5,225,-264,-752,-732,-439,-731,-918,-1.193,29.31,4.462
790,141,-386,-603,-645,-262,-512,-563,-1.098,29.391,4.691
790.5,-7,-399,-579,-529,-186,-328,-352,-1.085,29.433,4.846
791,-172,-543,-333,-214,95,195,106,-759,29.773,5.059
791.5,-192,-596,-285,-39,206,334,257,-657,30.092,5.133
792,-258,-579,-219,76,265,218,-0.03,-847,30.151,4.985
792.5,-285,-522,-233,77,0.16,0.01,-0.28,-1.139,30.143,4.82
793,-239,-349,-415,-103,44,-0.32,-848,-1.618,29.994,4.531
793.5,-234,-344,-491,-138,-69,-0.67,-1.321,-1.991,29.863,4.396
794,-161,-302,-589,-349,-168,-1.109,-1.787,-2.391,29.749,4.303
794.5,48,-213,-0.63,-476,-257,-1.271,-1.932,-2.422,29.695,4.238
795,276,2,-669,-593,-348,-1.359,-1.953,-2.548,29.686,4.18
795.5,0.32,27,-587,-543,-287,-1.121,-1.708,-2.267,29.818,4.427
796,357,85,-477,-457,-207,-701,-1.308,-1.676,30.031,4.721
796.5,565,281,-556,-564,-291,-606,-1.148,-1.497,30.032,4.873
797,653,462,-617,-666,-327,-0.63,-1.132,-1.477,29.895,4.92
797.5,516,442,-687,-764,-369,-612,-926,-1.537,29.614,4.823
798,374,486,-749,-869,-297,-645,-966,-1.666,29.35,4.61
798.5,142,357,-0.6,-647,-252,-639,-907,-1.776,29.237,4.547
799,-95,129,-0.51,-413,-87,-405,-819,-1.79,29.491,4.485
799.5,-114,-48,-388,-129,81,-82,-635,-1.665,29.746,4.294
800,-217,-177,-0.28,86,211,102,-0.3,-1.493,30.144,4.312
800.5,-239,-234,-171,294,303,194,-166,-1.331,30.447,4.588
801,-67,-132,-284,0.18,253,-7,-324,-1.432,30.454,4.751
801.5,0.01,-0.06,-532,-106,29,-529,-935,-1.927,30.137,4.753
802,3,-5,-0.73,-0.25,-174,-913,-1.193,-2.059,29.783,4.814
802.5,0.05,142,-924,-473,-0.39,-1.281,-1.318,-2.252,29.299,4.73
803,134,329,-1.033,-689,-535,-1.506,-1.672,-2.337,28.896,4.638
803.5,109,223,-1.017,-673,-567,-1.327,-1.637,-2.446,28.509,4.539
804,67,13,-845,-545,-401,-804,-1.521,-2.245,28.43,4.455
804.5,58,-84,-656,-418,-278,-614,-1.276,-2.195,28.319,4.157
805,68,-182,-589,-0.42,-234,-393,-986,-2.071,28.319,3.929
805.5,309,-76,-665,-528,-394,-423,-1.048,-2.161,28.295,3.684
806,549,95,-835,-786,-645,-647,-1.353,-2.513,28.271,3.414
806.5,396,158,-957,-911,-894,-966,-1.718,-2.83,28.263,3.196
807,226,131,-884,-742,-974,-964,-1.596,-2.721,28.572,3.316
807.5,136,194,-904,-722,-0.97,-1.195,-1.624,-2.789,28.739,3.441
808,57,213,-868,-712,-896,-1.241,-1.735,-2.826,28.831,3.714
808.5,-86,7,-841,-664,-0.67,-1.145,-1.68,-2.927,28.794,4.146
809,-266,-209,-744,-501,-496,-1.173,-1.739,-2.78,28.841,4.677
809.5,-385,-412,-572,-265,-196,-1.095,-1.523,-2.383,28.919,4.979
810,-0.31,-0.56,-567,-318,-141,-942,-1.402,-2.117,28.875,5.004
810.5,-116,-587,-643,-492,-307,-1.033,-1.45,-2.101,28.685,4.858
811,-18,-494,-789,-703,-527,-1.087,-1.552,-2.116,28.474,4.522
811.5,-22,-342,-783,-688,-612,-891,-1.558,-2.102,28.313,4.219
812,-33,-245,-598,-551,-542,-0.52,-1.351,-2.026,28.364,4.011
812.5,7,-111,-0.52,-589,-524,-0.29,-1.211,-2.04,28.401,3.807
813,-46,6,-377,-462,-368,236,-787,-1.863,28.657,3.899
813.5,12,185,-321,-354,-282,567,-417,-1.4,28.969,4.252
814,0.01,181,-271,-216,-324,873,-119,-952,29.511,4.788
814.5,71,252,-134,-49,-154,1.117,0.36,-506,29.899,5.231
815,195,334,-193,-99,-269,852,416,-557,29.96,5.472
815.5,407,372,-409,-256,-416,517,151,-706,30.029,5.523
816,588,594,-762,-504,-546,195,-52,-929,29.925,5.34
816.5,623,713,-864,-533,-544,91,-204,-1.029,29.669,5.279
817,487,676,-818,-466,-374,98,-236,-1.078,29.61,5.284
817.5,253,347,-712,-415,-185,98,-254,-0.96,29.709,5.352
818,-123,29,-481,-138,209,531,0.15,-536,30.02,5.507
818.5,-251,-82,-301,-42,368,733,581,-201,30.31,5.607
819,-485,-296,-129,38,452,1.069,849,-31,30.712,5.779
819.5,-558,-238,47,162,585,1.1,1.206,0.14,31.011,5.94
820,-536,-224,143,262,0.6,1.006,1.169,96,31.059,5.848
820.5,-287,-159,87,0.19,494,1.016,1.064,16,31.022,5.573
821,61,117,-158,-32,0.26,808,937,-149,30.582,5.206
821.5,273,223,-259,-94,88,929,1.053,233,30.348,5.234
822,469,289,-311,-91,42,1.043,1.177,646,30.348,5.474
822.5,557,171,-341,-86,14,1.123,1.344,1.105,30.457,5.784
823,451,-43,-324,-89,62,1.331,1.546,1.442,30.547,6.109
823.5,424,-81,-387,-153,24,1.422,1.733,1.545,30.741,6.344
824,0.33,-127,-411,-0.16,12,1.528,1.682,1.648,30.964,6.464
824.5,193,-202,-372,-139,16,1.327,1.439,1.338,31.044,6.331
825,0.02,-329,-334,-151,16,847,737,512,30.672,5.744
825.5,-16,-341,-355,-233,-73,397,78,-317,30.116,5.122
826,-46,-294,-364,-274,-115,196,-222,-666,29.72,4.717
826.5,-114,-309,-251,-202,8,362,-142,-534,29.785,4.747
827,-137,-311,-102,-57,161,545,34,-257,30.124,5.052
827.5,-155,-0.28,21,37,213,676,196,-58,30.408,5.315
828,-223,-356,65,86,281,854,384,192,30.657,5.631
828.5,-0.15,-323,86,114,357,1.087,698,426,30.901,5.893
829,-33,-229,71,159,377,1.108,789,432,31.126,5.952
829.5,-2,-174,-18,75,301,934,723,236,31.071,5.892
830,93,-18,-102,-72,171,577,551,-93,30.846,5.799
830.5,201,189,-0.24,-193,-31,257,393,-379,30.526,5.681
831,331,307,-376,-391,-154,0.01,79,-577,30.213,5.514
831.5,451,348,-508,-536,-232,-446,-397,-1.071,29.876,5.217
832,456,426,-706,-739,-0.43,-1.129,-1.186,-1.701,29.538,4.746
832.5,484,476,-0.9,-974,-636,-1.726,-1.843,-2.272,29.182,4.176
833,462,398,-1.064,-1.097,-716,-2.032,-2.142,-2.406,29.117,3.844
833.5,537,357,-1.058,-1.182,-669,-2.095,-2.126,-2.374,29.334,3.713
834,546,388,-1.063,-1.119,-646,-1.898,-1.987,-2.179,29.8,3.812
834.5,444,356,-1.023,-997,-0.59,-1.441,-1.557,-1.643,30.268,4.161
835,0.29,354,-861,-0.71,-0.45,-784,-841,-953,30.818,4.752
835.5,0.26,0.32,-703,-406,-346,-233,-303,-334,31.137,5.249
836,298,214,-575,-0.28,-183,181,-39,13,31.221,5.64
836.5,318,19,-497,-114,-167,308,161,18,31.146,5.947
837,284,13,-0.46,-136,-246,282,88,-89,31.005,6.082
837.5,241,-61,-412,-0.2,-241,162,66,-265,30.78,6.14
838,175,-162,-324,-194,-218,0.01,-43,-628,30.592,6.039
838.5,183,-118,-374,-0.39,-262,-362,-442,-1.175,30.239,5.755
839,124,-44,-516,-571,-469,-811,-936,-1.725,29.817,5.395
839.5,-0.09,-7,-531,-682,-581,-1.111,-1.226,-2.109,29.481,5.089
840,-159,33,-582,-788,-753,-1.358,-1.454,-2.303,29.079,4.701
840.5,-47,146,-592,-879,-0.87,-1.301,-1.707,-2.316,28.598,4.363
841,29,157,-529,-947,-941,-999,-1.645,-2.211,28.407,4.313
841.5,134,137,-513,-954,-979,-727,-1.583,-2.135,28.554,4.448
842,262,243,-526,-0.91,-833,-668,-1.498,-2.201,28.658,4.492
842.5,436,182,-546,-803,-595,-745,-1.46,-2.325,28.828,4.503
843,437,-0.01,-585,-0.64,-411,-817,-1.433,-2.546,28.881,4.455
843.5,501,-33,-786,-718,-349,-1.15,-1.672,-2.593,28.951,4.397
844,0.41,-174,-845,-533,-217,-1.201,-1.45,-2.517,29.472,4.541
844.5,0.21,-359,-618,-0.44,-85,-1.117,-1.205,-2.19,30.004,4.651
845,-22,-542,-677,-391,-103,-1.04,-1.009,-1.95,30.294,4.559
845.5,-159,-488,-521,-0.34,-39,-783,-852,-1.6,30.503,4.548
846,-292,-552,-213,-167,67,-0.5,-0.46,-1.172,31.014,4.711
846.5,-0.21,-589,-154,-155,0.11,-635,-562,-1.133,31.153,4.675
847,-172,-569,-77,-188,135,-718,-542,-1.356,30.936,4.477
847.5,-11,-0.6,-87,-248,103,-653,-452,-1.52,30.878,4.348
848,148,-561,-236,-337,44,-638,-436,-1.704,30.511,4.303
848.5,398,-0.45,-334,-465,-33,-693,-377,-1.674,30.4,4.377
849,0.52,-508,-284,-195,169,-302,-41,-1.665,30.851,4.601
849.5,371,-602,-168,-11,412,-87,-75,-1.605,31.139,4.8
850,274,-503,-421,86,517,-299,-179,-1.804,31.231,4.796
